Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	C_01 Spectral Count	C_02 Spectral Count	C_03 Spectral Count	C_04 Spectral Count	C_05 Spectral Count	C_06 Spectral Count	C_07 Spectral Count	C_08 Spectral Count	T_01 Spectral Count	T_02 Spectral Count	T_03 Spectral Count	T_04 Spectral Count	T_05 Spectral Count	T_06 Spectral Count	T_07 Spectral Count	C_01 Unique Spectral Count	C_02 Unique Spectral Count	C_03 Unique Spectral Count	C_04 Unique Spectral Count	C_05 Unique Spectral Count	C_06 Unique Spectral Count	C_07 Unique Spectral Count	C_08 Unique Spectral Count	T_01 Unique Spectral Count	T_02 Unique Spectral Count	T_03 Unique Spectral Count	T_04 Unique Spectral Count	T_05 Unique Spectral Count	T_06 Unique Spectral Count	T_07 Unique Spectral Count	C_01 Total Spectral Count	C_02 Total Spectral Count	C_03 Total Spectral Count	C_04 Total Spectral Count	C_05 Total Spectral Count	C_06 Total Spectral Count	C_07 Total Spectral Count	C_08 Total Spectral Count	T_01 Total Spectral Count	T_02 Total Spectral Count	T_03 Total Spectral Count	T_04 Total Spectral Count	T_05 Total Spectral Count	T_06 Total Spectral Count	T_07 Total Spectral Count	C_01 Intensity	C_02 Intensity	C_03 Intensity	C_04 Intensity	C_05 Intensity	C_06 Intensity	C_07 Intensity	C_08 Intensity	T_01 Intensity	T_02 Intensity	T_03 Intensity	T_04 Intensity	T_05 Intensity	T_06 Intensity	T_07 Intensity	C_01 MaxLFQ Intensity	C_02 MaxLFQ Intensity	C_03 MaxLFQ Intensity	C_04 MaxLFQ Intensity	C_05 MaxLFQ Intensity	C_06 MaxLFQ Intensity	C_07 MaxLFQ Intensity	C_08 MaxLFQ Intensity	T_01 MaxLFQ Intensity	T_02 MaxLFQ Intensity	T_03 MaxLFQ Intensity	T_04 MaxLFQ Intensity	T_05 MaxLFQ Intensity	T_06 MaxLFQ Intensity	T_07 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A0C4DH33|HV124_HUMAN	A0A0C4DH33	HV124_HUMAN	IGHV1-24	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-24	0.9238	0.999	1	1	1	1	0.008547008547008548	0.008547008547008548	0.008547008547008548	0.008547008547008548	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	9669596.0	0.0	17205838.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9669596.0	0.0	17205838.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	IGHV4-28	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-28	1.0	0.999	2	34	34	34	0.017094017094017096	0.2905982905982906	0.2905982905982906	0.2905982905982906	5	4	3	1	3	5	2	2	2	2	1	1	1	1	1	5	4	3	1	3	5	2	2	2	2	1	1	1	1	1	5	4	3	1	3	5	2	2	2	2	1	1	1	1	1	87295776.0	95216008.0	55634384.0	46022664.0	91234536.0	127827120.0	32687024.0	45275980.0	27550936.0	9342405.0	10696967.0	28487124.0	8975402.0	38132740.0	10620318.0	45576676.0	37248992.0	30931268.0	41825904.0	82914952.0	58591752.0	22975992.0	25891160.0	16215599.0	58890052.0	17772478.0	25889414.0	8156944.5	34655456.0	17645130.0	
sp|A0A0C4DH35|HV335_HUMAN	A0A0C4DH35	HV335_HUMAN	IGHV3-35	117	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-35	0.9238	0.999	1	43	43	43	0.008547008547008548	0.36752136752136755	0.36752136752136755	0.36752136752136755	3	3	4	3	4	4	3	4	1	4	2	1	0	3	4	3	3	4	3	4	4	3	4	1	4	2	1	0	3	4	3	3	4	3	4	4	3	4	1	4	2	1	0	3	4	46184884.0	34890388.0	40321308.0	41786212.0	31675690.0	39741100.0	41328868.0	28814996.0	15575659.0	48314376.0	21925112.0	19233862.0	0.0	12085441.0	15099097.0	46184884.0	34890388.0	40321308.0	41786212.0	31675690.0	39741100.0	41328868.0	28814996.0	15575659.0	48314376.0	21925112.0	19233862.0	0.0	12085441.0	15099097.0	
sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	IGHV3-38	116	Homo sapiens	1:Experimental evidence at protein level	Probable non-functional immunoglobulin heavy variable 3-38	0.9904	0.999	1	11	11	11	0.008620689655172414	0.09482758620689655	0.09482758620689655	0.09482758620689655	0	0	1	2	2	1	0	0	0	2	1	0	0	0	2	0	0	1	2	2	1	0	0	0	2	1	0	0	0	2	0	0	1	2	2	1	0	0	0	2	1	0	0	0	2	26334484.0	0.0	15340672.0	17936620.0	21762664.0	14106660.0	0.0	0.0	0.0	22741242.0	16121274.0	0.0	5365094.5	0.0	10796459.0	26334484.0	0.0	15340672.0	17936620.0	21762664.0	14106660.0	0.0	0.0	0.0	22741242.0	16121274.0	0.0	5365094.5	0.0	10796459.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.999	3	84	48	84	0.02564102564102564	0.717948717948718	0.41025641025641024	0.717948717948718	7	9	5	6	6	7	4	9	6	6	6	3	0	3	7	4	5	3	3	4	4	2	5	4	4	4	1	0	1	4	7	9	5	6	6	7	4	9	6	6	6	3	0	3	7	28373272.0	55817452.0	47567504.0	50000928.0	60134488.0	91861128.0	47416296.0	38535924.0	22274336.0	110890240.0	30492672.0	24492502.0	4651658.0	23943960.0	18778064.0	74430184.0	42763252.0	33506438.0	37371832.0	39264476.0	52655412.0	32398632.0	29043270.0	15968074.0	69575664.0	21330920.0	16936090.0	4362021.0	13574736.0	13436790.0	
sp|A0A0C4DH43|HV70D_HUMAN	A0A0C4DH43	HV70D_HUMAN	IGHV2-70D	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 2-70D	1.0	0.999	3	6	5	62	0.025210084033613446	0.05042016806722689	0.04201680672268908	0.5210084033613446	0	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	8	7	0	5	7	6	7	5	3	4	0	4	1	4	1	0.0	15538731.0	0.0	0.0	12346403.0	14268390.0	12053956.0	13122285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15538731.0	0.0	0.0	12346403.0	14268390.0	12053956.0	13122285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH55|KVD07_HUMAN	A0A0C4DH55	KVD07_HUMAN	IGKV3D-7	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-7	0.9867	0.999	2	1	1	49	0.01680672268907563	0.008403361344537815	0.008403361344537815	0.4117647058823529	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	5	3	4	4	2	2	3	3	7	3	3	2	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH67|KV108_HUMAN	A0A0C4DH67	KV108_HUMAN	IGKV1-8	115	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-8	1.0	0.999	3	19	3	19	0.02608695652173913	0.16521739130434782	0.02608695652173913	0.16521739130434782	1	3	0	0	3	2	3	5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	0	0	3	2	3	5	0	1	1	0	0	0	0	14862624.0	46649720.0	0.0	0.0	32609008.0	11356881.0	39206832.0	25638986.0	0.0	16645164.0	5775003.0	0.0	0.0	0.0	0.0	15163283.0	25016332.0	0.0	0.0	18046328.0	11586621.0	19645590.0	16429126.0	0.0	25214454.0	5891826.5	0.0	0.0	0.0	0.0	
sp|A0A0C4DH73|KV112_HUMAN	A0A0C4DH73	KV112_HUMAN	IGKV1-12	117	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 1-12	0.9993	0.999	3	1	0	32	0.02564102564102564	0.008547008547008548	0.0	0.27350427350427353	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2	0	0	6	4	4	1	3	0	0	0	0	0	0.0	21632942.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P01611|KVD12_HUMAN
sp|A0A0J9YX35|HV64D_HUMAN	A0A0J9YX35	HV64D_HUMAN	IGHV3-64D	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-64D	0.9223	0.999	1	19	19	19	0.008547008547008548	0.1623931623931624	0.1623931623931624	0.1623931623931624	2	3	1	1	2	2	0	0	0	2	3	0	0	1	2	2	3	1	1	2	2	0	0	0	2	3	0	0	1	2	2	3	1	1	2	2	0	0	0	2	3	0	0	1	2	46919760.0	31827796.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53890368.0	0.0	0.0	0.0	9572993.0	12151348.0	46919760.0	31827796.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53890368.0	0.0	0.0	0.0	9572993.0	12151348.0	
sp|A0A1B0GTU1|ZC11B_HUMAN	A0A1B0GTU1	ZC11B_HUMAN	ZC3H11B	805	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 11B	0.9238	0.999	1	4	0	4	0.0012422360248447205	0.004968944099378882	0.0	0.004968944099378882	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3760113.8	5186730.5	5642918.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3760113.8	5186730.5	5642918.5	0.0	0.0	sp|O75152|ZC11A_HUMAN, sp|P0DQW0|ZC11C_HUMAN
sp|A0A1B0GUS4|UB2L5_HUMAN	A0A1B0GUS4	UB2L5_HUMAN	UBE2L5	154	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 L5	1.0	0.999	5	33	33	197	0.032467532467532464	0.21428571428571427	0.21428571428571427	1.2792207792207793	3	4	1	3	2	3	2	4	0	1	0	3	4	3	0	3	4	1	3	2	3	2	4	0	1	0	3	4	3	0	13	17	15	16	11	16	11	15	8	10	10	18	20	17	0	17382578.0	13236299.0	9507523.0	13006878.0	5538780.5	20867884.0	6072886.5	13129436.0	0.0	2938530.8	0.0	15717286.0	22054960.0	8660573.0	0.0	17283414.0	13160789.0	9453285.0	12932676.0	5507183.0	11182341.0	6038242.0	13054535.0	0.0	3645254.8	0.0	8182377.5	13006102.0	8611166.0	0.0	
sp|A0AV96|RBM47_HUMAN	A0AV96	RBM47_HUMAN	RBM47	593	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 47	1.0	0.999	5	17	17	17	0.008431703204047217	0.02866779089376054	0.02866779089376054	0.02866779089376054	0	0	0	2	0	5	1	0	2	0	1	1	3	2	0	0	0	0	2	0	5	1	0	2	0	1	1	3	2	0	0	0	0	2	0	5	1	0	2	0	1	1	3	2	0	0.0	0.0	0.0	17848860.0	0.0	40924632.0	9002702.0	0.0	3336838.8	0.0	11514004.0	12704434.0	48355204.0	29219224.0	0.0	0.0	0.0	0.0	12348323.0	0.0	15433178.0	15371406.0	0.0	5697390.0	0.0	6714322.5	12422584.0	9437446.0	20771866.0	0.0	
sp|A0AVT1|UBA6_HUMAN	A0AVT1	UBA6_HUMAN	UBA6	1052	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 6	1.0	0.999	9	16	16	16	0.008555133079847909	0.015209125475285171	0.015209125475285171	0.015209125475285171	0	0	1	2	0	0	0	0	1	0	2	1	7	2	0	0	0	1	2	0	0	0	0	1	0	2	1	7	2	0	0	0	1	2	0	0	0	0	1	0	2	1	7	2	0	0.0	0.0	23882622.0	25885552.0	0.0	7653693.5	0.0	0.0	0.0	0.0	23213384.0	32188006.0	60729404.0	32137900.0	0.0	0.0	0.0	53068080.0	31305290.0	0.0	7769918.5	0.0	0.0	0.0	0.0	10635806.0	10744251.0	11616466.0	11864708.0	0.0	
sp|A0MZ66|SHOT1_HUMAN	A0MZ66	SHOT1_HUMAN	SHTN1	631	Homo sapiens	1:Experimental evidence at protein level	Shootin-1	1.0	0.999	8	10	10	10	0.012678288431061807	0.01584786053882726	0.01584786053882726	0.01584786053882726	0	0	0	0	0	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	5	0	0	0	3	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28831120.0	0.0	0.0	8857171.0	15537094.0	10388531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6887449.5	0.0	0.0	8857171.0	8743069.0	8266326.0	0.0	
sp|A1L0T0|HACL2_HUMAN	A1L0T0	HACL2_HUMAN	ILVBL	632	Homo sapiens	1:Experimental evidence at protein level	2-hydroxyacyl-CoA lyase 2	0.9238	0.999	1	7	7	7	0.0015822784810126582	0.011075949367088608	0.011075949367088608	0.011075949367088608	0	0	0	0	0	2	0	0	2	0	0	0	2	1	0	0	0	0	0	0	2	0	0	2	0	0	0	2	1	0	0	0	0	0	0	2	0	0	2	0	0	0	2	1	0	0.0	0.0	0.0	0.0	0.0	2917957.8	0.0	0.0	2336207.2	0.0	0.0	2001948.8	1780126.0	1658134.1	0.0	0.0	0.0	0.0	0.0	0.0	2917957.8	0.0	0.0	2336207.2	0.0	0.0	2001948.8	1780126.0	1658134.1	0.0	
sp|A1L188|NDUF8_HUMAN	A1L188	NDUF8_HUMAN	NDUFAF8	74	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8	0.9237	0.999	1	1	1	1	0.013513513513513514	0.013513513513513514	0.013513513513513514	0.013513513513513514	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2433675.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L4H1|SRCRL_HUMAN	A1L4H1	SRCRL_HUMAN	SSC5D	1573	Homo sapiens	1:Experimental evidence at protein level	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	0.9998	0.999	2	2	2	2	0.0012714558169103624	0.0012714558169103624	0.0012714558169103624	0.0012714558169103624	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1X283|SPD2B_HUMAN	A1X283	SPD2B_HUMAN	SH3PXD2B	911	Homo sapiens	1:Experimental evidence at protein level	SH3 and PX domain-containing protein 2B	1.0	0.999	4	12	5	12	0.0043907793633369925	0.013172338090010977	0.005488474204171241	0.013172338090010977	0	0	0	0	0	0	0	0	2	0	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	2	0	6	2	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5120868.0	0.0	8924405.0	15825688.0	3055476.2	7585590.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5120868.0	0.0	8924405.0	8465083.0	3055476.2	7585590.5	0.0	
sp|A3KN83|SBNO1_HUMAN	A3KN83	SBNO1_HUMAN	SBNO1	1393	Homo sapiens	1:Experimental evidence at protein level	Protein strawberry notch homolog 1	0.9975	0.999	2	2	2	2	0.0014357501794687725	0.0014357501794687725	0.0014357501794687725	0.0014357501794687725	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1857420.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A4D1E9|GTPBA_HUMAN	A4D1E9	GTPBA_HUMAN	GTPBP10	387	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 10	0.921	0.999	1	1	1	1	0.002583979328165375	0.002583979328165375	0.002583979328165375	0.002583979328165375	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5A3E0|POTEF_HUMAN	A5A3E0	POTEF_HUMAN	POTEF	1075	Homo sapiens	1:Experimental evidence at protein level	POTE ankyrin domain family member F	0.9993	0.999	11	4	4	1586	0.010232558139534883	0.0037209302325581397	0.0037209302325581397	1.4753488372093024	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	75	110	140	137	119	152	89	72	46	93	142	144	139	106	22	26355660.0	22379176.0	20717740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26355660.0	22379176.0	20717740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 1	1.0	0.999	4	7	7	7	0.0016835016835016834	0.002946127946127946	0.002946127946127946	0.002946127946127946	0	0	0	0	1	0	0	0	1	0	0	0	4	1	0	0	0	0	0	1	0	0	0	1	0	0	0	4	1	0	0	0	0	0	1	0	0	0	1	0	0	0	4	1	0	0.0	0.0	0.0	0.0	14733608.0	0.0	0.0	0.0	4145608.5	0.0	0.0	1739676.0	7940171.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4145608.5	0.0	0.0	1739676.0	4992025.0	0.0	0.0	
sp|A6NCN2|KR87P_HUMAN	A6NCN2	KR87P_HUMAN	KRT87P	255	Homo sapiens	5:Protein uncertain	Putative keratin-87 protein	1.0	0.999	15	49	16	49	0.058823529411764705	0.19215686274509805	0.06274509803921569	0.19215686274509805	0	0	0	0	0	0	0	0	0	2	2	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	2	0	45	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45413588.0	77283552.0	4538796.0	1173837310.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36170208.0	26011760.0	4094660.2	208301312.0	0.0	0.0	
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens	1:Experimental evidence at protein level	Glycerol-3-phosphate phosphatase	1.0	0.999	4	7	7	7	0.012461059190031152	0.021806853582554516	0.021806853582554516	0.021806853582554516	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14632733.0	16593934.0	29109338.0	18570578.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14319226.0	11320249.0	11547205.0	18172702.0	0.0	
sp|A6NDU8|RIMC1_HUMAN	A6NDU8	RIMC1_HUMAN	RIMOC1	294	Homo sapiens	1:Experimental evidence at protein level	RAB7A-interacting MON1-CCZ1 complex subunit 1	0.9238	0.999	1	3	3	3	0.003401360544217687	0.01020408163265306	0.01020408163265306	0.01020408163265306	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	4478789.0	0.0	0.0	0.0	0.0	0.0	0.0	2066783.2	5249776.0	3051859.5	0.0	0.0	0.0	0.0	0.0	4478789.0	0.0	0.0	0.0	0.0	0.0	0.0	2066783.2	5249776.0	3051859.5	0.0	
sp|A6NHQ2|FBLL1_HUMAN	A6NHQ2	FBLL1_HUMAN	FBLL1	334	Homo sapiens	1:Experimental evidence at protein level	RNA 2'-O-methyltransferase FBLL1	0.9803	0.9985	2	15	15	32	0.005988023952095809	0.04491017964071856	0.04491017964071856	0.09580838323353294	0	0	0	0	4	1	0	0	0	0	1	3	5	1	0	0	0	0	0	4	1	0	0	0	0	1	3	5	1	0	1	0	0	0	7	2	1	0	1	0	2	5	10	3	0	0.0	0.0	0.0	0.0	62770812.0	15981605.0	0.0	0.0	0.0	0.0	13703892.0	25820770.0	89214192.0	14091499.0	0.0	0.0	0.0	0.0	0.0	62770812.0	15981605.0	0.0	0.0	0.0	0.0	13703892.0	25820770.0	89214192.0	14091499.0	0.0	
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1.0	0.999	7	18	18	18	0.003491271820448878	0.008977556109725686	0.008977556109725686	0.008977556109725686	0	0	0	0	3	1	0	0	1	0	1	0	9	3	0	0	0	0	0	3	1	0	0	1	0	1	0	9	3	0	0	0	0	0	3	1	0	0	1	0	1	0	9	3	0	0.0	0.0	0.0	0.0	9354160.0	1908050.6	0.0	0.0	4266420.5	0.0	0.0	0.0	24990114.0	2552256.8	0.0	0.0	0.0	0.0	0.0	2481964.5	3787029.0	0.0	0.0	2484140.0	0.0	0.0	0.0	4949845.0	5065626.0	0.0	
sp|A6NIZ1|RP1BL_HUMAN	A6NIZ1	RP1BL_HUMAN	RAP1BL	184	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rap-1b-like protein	0.9997	0.999	7	104	2	186	0.03804347826086957	0.5652173913043478	0.010869565217391304	1.0108695652173914	4	7	7	10	5	11	10	6	4	6	1	10	8	13	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	8	11	12	17	12	17	16	12	10	9	7	17	14	20	4	30789864.0	43792064.0	51399348.0	70276368.0	27492108.0	59647156.0	60155080.0	23896100.0	8266175.0	14489169.0	9868134.0	45233620.0	36762908.0	54291676.0	4485639.0	20123076.0	30861708.0	23119686.0	32762844.0	17463908.0	26739608.0	27084342.0	16733666.0	10272963.0	18006720.0	3717272.2	20451438.0	14728468.0	18534586.0	5574622.5	
sp|A8K7I4|CLCA1_HUMAN	A8K7I4	CLCA1_HUMAN	CLCA1	914	Homo sapiens	1:Experimental evidence at protein level	Calcium-activated chloride channel regulator 1	1.0	0.999	40	1013	1012	1013	0.0437636761487965	1.1083150984682713	1.1072210065645514	1.1083150984682713	126	9	72	114	98	165	110	9	5	88	0	8	123	11	75	125	9	72	114	98	165	110	9	5	88	0	8	123	11	75	126	9	72	114	98	165	110	9	5	88	0	8	123	11	75	2514502660.0	154754512.0	1256610940.0	3170222340.0	3482612480.0	5680522800.0	2614203650.0	80757808.0	26054792.0	2273864700.0	0.0	68921216.0	2268748290.0	59388884.0	654312060.0	188062096.0	33344350.0	127036664.0	266139120.0	307043616.0	439492800.0	220717440.0	26082636.0	13158340.0	201678512.0	0.0	16161644.0	169219408.0	19425894.0	68436488.0	
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	0.9998	0.999	2	25	0	25	0.02631578947368421	0.32894736842105265	0.0	0.32894736842105265	0	0	0	0	3	3	0	0	0	0	3	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	4	7	5	0	0.0	0.0	0.0	0.0	32633184.0	21199036.0	15225159.0	0.0	0.0	0.0	22294420.0	39802816.0	80635456.0	40657728.0	0.0	0.0	0.0	0.0	0.0	20839928.0	17615300.0	15225159.0	0.0	0.0	0.0	15541476.0	31913556.0	54076040.0	34081388.0	0.0	sp|P62308|RUXG_HUMAN
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A diphosphatase NUDT19	1.0	0.999	3	9	9	9	0.008	0.024	0.024	0.024	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18334742.0	44368020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11908265.0	20943772.0	0.0	0.0	
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin lambda-like polypeptide 5	1.0	0.999	7	647	0	1565	0.03271028037383177	3.0233644859813085	0.0	7.313084112149533	53	59	42	38	47	56	49	45	37	55	35	31	25	32	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	169	98	90	118	132	113	115	84	134	82	72	66	70	93	292005696.0	265915488.0	322964288.0	348729760.0	737332670.0	826660860.0	553347650.0	144123424.0	202798368.0	746365890.0	291453696.0	170908672.0	86485288.0	234217984.0	146685488.0	231182048.0	161158112.0	208111696.0	204755072.0	375015104.0	437236384.0	308697472.0	78769472.0	123202192.0	361783264.0	151112880.0	89849664.0	43618276.0	114002744.0	91014504.0	sp|P0DOX8|IGL1_HUMAN
